# rho - energy density in [g/cm^3]
# R   - radius in km
# M   - mass in solar masses
# chi[0] - the scalar field in the centre of the star
# abs(alpha_A) - the absolut value of alpha_A for this star
# beta   - theory parameter (for now set to 0)
# alpha  - theory parameters, related to the Brans-Dicke parameter. This is the one we want to sample
# log(alpha) - the table is build to have equal spacing between the models in terms of log(alpha), and NOT alpha alone
#   rho          R             M           chi[0]    abs(alpha_A)      beta        alpha      log(alpha) 
  1.1106e+15   1.1276e+01   1.5600e+00  -1.7935e-03   3.7908e-03   0.0000e+00   6.3096e-03  -2.2000e+00 
  1.1106e+15   1.1276e+01   1.5600e+00  -2.0124e-03   4.2533e-03   0.0000e+00   7.0795e-03  -2.1500e+00 
  1.1106e+15   1.1276e+01   1.5600e+00  -2.2579e-03   4.7723e-03   0.0000e+00   7.9433e-03  -2.1000e+00 
  1.1106e+15   1.1276e+01   1.5600e+00  -2.5334e-03   5.3546e-03   0.0000e+00   8.9125e-03  -2.0500e+00 
  1.1106e+15   1.1276e+01   1.5600e+00  -2.8425e-03   6.0080e-03   0.0000e+00   1.0000e-02  -2.0000e+00 
  1.1106e+15   1.1276e+01   1.5600e+00  -3.1893e-03   6.7411e-03   0.0000e+00   1.1220e-02  -1.9500e+00 
  1.1105e+15   1.1276e+01   1.5600e+00  -3.5784e-03   7.5636e-03   0.0000e+00   1.2589e-02  -1.9000e+00 
  1.1105e+15   1.1277e+01   1.5600e+00  -4.0150e-03   8.4866e-03   0.0000e+00   1.4125e-02  -1.8500e+00 
  1.1105e+15   1.1277e+01   1.5600e+00  -4.5048e-03   9.5222e-03   0.0000e+00   1.5849e-02  -1.8000e+00 
  1.1105e+15   1.1277e+01   1.5600e+00  -5.0543e-03   1.0684e-02   0.0000e+00   1.7783e-02  -1.7500e+00 
  1.1105e+15   1.1277e+01   1.5600e+00  -5.6709e-03   1.1988e-02   0.0000e+00   1.9953e-02  -1.7000e+00 
  1.1105e+15   1.1277e+01   1.5600e+00  -6.3626e-03   1.3451e-02   0.0000e+00   2.2387e-02  -1.6500e+00 
  1.1105e+15   1.1277e+01   1.5600e+00  -7.1386e-03   1.5092e-02   0.0000e+00   2.5119e-02  -1.6000e+00 
  1.1104e+15   1.1277e+01   1.5600e+00  -8.0091e-03   1.6934e-02   0.0000e+00   2.8184e-02  -1.5500e+00 
  1.1104e+15   1.1278e+01   1.5600e+00  -8.9857e-03   1.9001e-02   0.0000e+00   3.1623e-02  -1.5000e+00 
  1.1104e+15   1.1278e+01   1.5600e+00  -1.0081e-02   2.1320e-02   0.0000e+00   3.5481e-02  -1.4500e+00 
  1.1103e+15   1.1279e+01   1.5600e+00  -1.1310e-02   2.3922e-02   0.0000e+00   3.9811e-02  -1.4000e+00 
  1.1102e+15   1.1279e+01   1.5600e+00  -1.2688e-02   2.6842e-02   0.0000e+00   4.4668e-02  -1.3500e+00 
  1.1101e+15   1.1280e+01   1.5600e+00  -1.4233e-02   3.0119e-02   0.0000e+00   5.0119e-02  -1.3000e+00 
  1.1100e+15   1.1281e+01   1.5600e+00  -1.5966e-02   3.3797e-02   0.0000e+00   5.6234e-02  -1.2500e+00 
  1.1099e+15   1.1283e+01   1.5600e+00  -1.7909e-02   3.7924e-02   0.0000e+00   6.3096e-02  -1.2000e+00 
  1.1097e+15   1.1284e+01   1.5600e+00  -2.0086e-02   4.2557e-02   0.0000e+00   7.0795e-02  -1.1500e+00 
  1.1095e+15   1.1287e+01   1.5600e+00  -2.2527e-02   4.7756e-02   0.0000e+00   7.9433e-02  -1.1000e+00 
  1.1092e+15   1.1289e+01   1.5600e+00  -2.5260e-02   5.3593e-02   0.0000e+00   8.9125e-02  -1.0500e+00 
  1.1088e+15   1.1293e+01   1.5600e+00  -2.8320e-02   6.0145e-02   0.0000e+00   1.0000e-01  -1.0000e+00 
  1.1084e+15   1.1297e+01   1.5600e+00  -3.1745e-02   6.7503e-02   0.0000e+00   1.1220e-01  -9.5000e-01 
  1.1079e+15   1.1302e+01   1.5600e+00  -3.5576e-02   7.5765e-02   0.0000e+00   1.2589e-01  -9.0000e-01 
  1.1072e+15   1.1309e+01   1.5600e+00  -3.9856e-02   8.5046e-02   0.0000e+00   1.4125e-01  -8.5000e-01 
  1.1064e+15   1.1317e+01   1.5600e+00  -4.4633e-02   9.5474e-02   0.0000e+00   1.5849e-01  -8.0000e-01 
  1.1053e+15   1.1327e+01   1.5600e+00  -4.9958e-02   1.0719e-01   0.0000e+00   1.7783e-01  -7.5000e-01 
  1.1041e+15   1.1340e+01   1.5600e+00  -5.5884e-02   1.2037e-01   0.0000e+00   1.9953e-01  -7.0000e-01 
  1.1026e+15   1.1356e+01   1.5600e+00  -6.2463e-02   1.3518e-01   0.0000e+00   2.2387e-01  -6.5000e-01 
  1.1007e+15   1.1375e+01   1.5600e+00  -6.9749e-02   1.5184e-01   0.0000e+00   2.5119e-01  -6.0000e-01 
  1.0986e+15   1.1399e+01   1.5600e+00  -7.7790e-02   1.7059e-01   0.0000e+00   2.8184e-01  -5.5000e-01 
  1.0960e+15   1.1428e+01   1.5600e+00  -8.6625e-02   1.9170e-01   0.0000e+00   3.1623e-01  -5.0000e-01 
  1.0931e+15   1.1463e+01   1.5600e+00  -9.6281e-02   2.1546e-01   0.0000e+00   3.5481e-01  -4.5000e-01 
  1.0898e+15   1.1506e+01   1.5600e+00  -1.0676e-01   2.4220e-01   0.0000e+00   3.9811e-01  -4.0000e-01 
  1.0862e+15   1.1556e+01   1.5600e+00  -1.1805e-01   2.7227e-01   0.0000e+00   4.4668e-01  -3.5000e-01 
  1.0825e+15   1.1615e+01   1.5600e+00  -1.3008e-01   3.0607e-01   0.0000e+00   5.0119e-01  -3.0000e-01 
  1.0787e+15   1.1684e+01   1.5600e+00  -1.4275e-01   3.4400e-01   0.0000e+00   5.6234e-01  -2.5000e-01 
  1.0752e+15   1.1763e+01   1.5600e+00  -1.5590e-01   3.8645e-01   0.0000e+00   6.3096e-01  -2.0000e-01 
  1.0722e+15   1.1852e+01   1.5600e+00  -1.6932e-01   4.3382e-01   0.0000e+00   7.0795e-01  -1.5000e-01 
  1.0702e+15   1.1951e+01   1.5600e+00  -1.8275e-01   4.8649e-01   0.0000e+00   7.9433e-01  -1.0000e-01 
  1.0695e+15   1.2061e+01   1.5600e+00  -1.9588e-01   5.4479e-01   0.0000e+00   8.9125e-01  -5.0000e-02 
  1.0704e+15   1.2180e+01   1.5600e+00  -2.0840e-01   6.0905e-01   0.0000e+00   1.0000e+00  -4.6288e-15 

 
  1.1251e+15   1.1268e+01   1.5800e+00  -2.8504e-07   5.9373e-07   0.0000e+00   1.0000e-06  -6.0000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -3.1982e-07   6.6617e-07   0.0000e+00   1.1220e-06  -5.9500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -3.5884e-07   7.4746e-07   0.0000e+00   1.2589e-06  -5.9000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -4.0263e-07   8.3866e-07   0.0000e+00   1.4125e-06  -5.8500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -4.5176e-07   9.4100e-07   0.0000e+00   1.5849e-06  -5.8000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -5.0688e-07   1.0558e-06   0.0000e+00   1.7783e-06  -5.7500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -5.6873e-07   1.1846e-06   0.0000e+00   1.9953e-06  -5.7000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -6.3812e-07   1.3292e-06   0.0000e+00   2.2387e-06  -5.6500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -7.1599e-07   1.4914e-06   0.0000e+00   2.5119e-06  -5.6000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -8.0335e-07   1.6734e-06   0.0000e+00   2.8184e-06  -5.5500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -9.0138e-07   1.8775e-06   0.0000e+00   3.1623e-06  -5.5000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -1.0114e-06   2.1066e-06   0.0000e+00   3.5481e-06  -5.4500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -1.1348e-06   2.3637e-06   0.0000e+00   3.9811e-06  -5.4000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -1.2732e-06   2.6521e-06   0.0000e+00   4.4668e-06  -5.3500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -1.4286e-06   2.9757e-06   0.0000e+00   5.0119e-06  -5.3000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -1.6029e-06   3.3388e-06   0.0000e+00   5.6234e-06  -5.2500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -1.7985e-06   3.7462e-06   0.0000e+00   6.3096e-06  -5.2000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -2.0179e-06   4.2033e-06   0.0000e+00   7.0795e-06  -5.1500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -2.2642e-06   4.7161e-06   0.0000e+00   7.9433e-06  -5.1000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -2.5404e-06   5.2916e-06   0.0000e+00   8.9125e-06  -5.0500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -2.8504e-06   5.9373e-06   0.0000e+00   1.0000e-05  -5.0000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -3.1982e-06   6.6617e-06   0.0000e+00   1.1220e-05  -4.9500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -3.5884e-06   7.4746e-06   0.0000e+00   1.2589e-05  -4.9000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -4.0263e-06   8.3866e-06   0.0000e+00   1.4125e-05  -4.8500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -4.5176e-06   9.4100e-06   0.0000e+00   1.5849e-05  -4.8000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -5.0688e-06   1.0558e-05   0.0000e+00   1.7783e-05  -4.7500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -5.6873e-06   1.1846e-05   0.0000e+00   1.9953e-05  -4.7000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -6.3812e-06   1.3292e-05   0.0000e+00   2.2387e-05  -4.6500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -7.1599e-06   1.4914e-05   0.0000e+00   2.5119e-05  -4.6000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -8.0335e-06   1.6734e-05   0.0000e+00   2.8184e-05  -4.5500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -9.0138e-06   1.8775e-05   0.0000e+00   3.1623e-05  -4.5000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -1.0114e-05   2.1066e-05   0.0000e+00   3.5481e-05  -4.4500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -1.1348e-05   2.3637e-05   0.0000e+00   3.9811e-05  -4.4000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -1.2732e-05   2.6521e-05   0.0000e+00   4.4668e-05  -4.3500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -1.4286e-05   2.9757e-05   0.0000e+00   5.0119e-05  -4.3000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -1.6029e-05   3.3388e-05   0.0000e+00   5.6234e-05  -4.2500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -1.7985e-05   3.7462e-05   0.0000e+00   6.3096e-05  -4.2000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -2.0179e-05   4.2033e-05   0.0000e+00   7.0795e-05  -4.1500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -2.2642e-05   4.7161e-05   0.0000e+00   7.9433e-05  -4.1000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -2.5404e-05   5.2916e-05   0.0000e+00   8.9125e-05  -4.0500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -2.8504e-05   5.9373e-05   0.0000e+00   1.0000e-04  -4.0000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -3.1982e-05   6.6617e-05   0.0000e+00   1.1220e-04  -3.9500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -3.5884e-05   7.4746e-05   0.0000e+00   1.2589e-04  -3.9000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -4.0263e-05   8.3866e-05   0.0000e+00   1.4125e-04  -3.8500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -4.5176e-05   9.4100e-05   0.0000e+00   1.5849e-04  -3.8000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -5.0688e-05   1.0558e-04   0.0000e+00   1.7783e-04  -3.7500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -5.6873e-05   1.1846e-04   0.0000e+00   1.9953e-04  -3.7000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -6.3812e-05   1.3292e-04   0.0000e+00   2.2387e-04  -3.6500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -7.1599e-05   1.4914e-04   0.0000e+00   2.5119e-04  -3.6000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -8.0335e-05   1.6734e-04   0.0000e+00   2.8184e-04  -3.5500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -9.0138e-05   1.8775e-04   0.0000e+00   3.1623e-04  -3.5000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -1.0114e-04   2.1066e-04   0.0000e+00   3.5481e-04  -3.4500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -1.1348e-04   2.3637e-04   0.0000e+00   3.9811e-04  -3.4000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -1.2732e-04   2.6521e-04   0.0000e+00   4.4668e-04  -3.3500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -1.4286e-04   2.9757e-04   0.0000e+00   5.0119e-04  -3.3000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -1.6029e-04   3.3388e-04   0.0000e+00   5.6234e-04  -3.2500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -1.7985e-04   3.7462e-04   0.0000e+00   6.3096e-04  -3.2000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -2.0179e-04   4.2033e-04   0.0000e+00   7.0795e-04  -3.1500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -2.2642e-04   4.7161e-04   0.0000e+00   7.9433e-04  -3.1000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -2.5404e-04   5.2916e-04   0.0000e+00   8.9125e-04  -3.0500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -2.8504e-04   5.9373e-04   0.0000e+00   1.0000e-03  -3.0000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -3.1982e-04   6.6617e-04   0.0000e+00   1.1220e-03  -2.9500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -3.5884e-04   7.4746e-04   0.0000e+00   1.2589e-03  -2.9000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -4.0263e-04   8.3866e-04   0.0000e+00   1.4125e-03  -2.8500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -4.5176e-04   9.4100e-04   0.0000e+00   1.5849e-03  -2.8000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -5.0688e-04   1.0558e-03   0.0000e+00   1.7783e-03  -2.7500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -5.6873e-04   1.1846e-03   0.0000e+00   1.9953e-03  -2.7000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -6.3812e-04   1.3292e-03   0.0000e+00   2.2387e-03  -2.6500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -7.1599e-04   1.4914e-03   0.0000e+00   2.5119e-03  -2.6000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -8.0335e-04   1.6734e-03   0.0000e+00   2.8184e-03  -2.5500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -9.0137e-04   1.8775e-03   0.0000e+00   3.1623e-03  -2.5000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -1.0114e-03   2.1066e-03   0.0000e+00   3.5481e-03  -2.4500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -1.1348e-03   2.3637e-03   0.0000e+00   3.9811e-03  -2.4000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -1.2732e-03   2.6521e-03   0.0000e+00   4.4668e-03  -2.3500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -1.4286e-03   2.9757e-03   0.0000e+00   5.0119e-03  -2.3000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -1.6029e-03   3.3388e-03   0.0000e+00   5.6234e-03  -2.2500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -1.7985e-03   3.7462e-03   0.0000e+00   6.3096e-03  -2.2000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -2.0179e-03   4.2033e-03   0.0000e+00   7.0795e-03  -2.1500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -2.2641e-03   4.7162e-03   0.0000e+00   7.9433e-03  -2.1000e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -2.5403e-03   5.2917e-03   0.0000e+00   8.9125e-03  -2.0500e+00 
  1.1251e+15   1.1268e+01   1.5800e+00  -2.8503e-03   5.9374e-03   0.0000e+00   1.0000e-02  -2.0000e+00 
  1.1251e+15   1.1269e+01   1.5800e+00  -3.1981e-03   6.6618e-03   0.0000e+00   1.1220e-02  -1.9500e+00 
  1.1250e+15   1.1269e+01   1.5800e+00  -3.5882e-03   7.4747e-03   0.0000e+00   1.2589e-02  -1.9000e+00 
  1.1250e+15   1.1269e+01   1.5800e+00  -4.0260e-03   8.3868e-03   0.0000e+00   1.4125e-02  -1.8500e+00 
  1.1250e+15   1.1269e+01   1.5800e+00  -4.5172e-03   9.4103e-03   0.0000e+00   1.5849e-02  -1.8000e+00 
  1.1250e+15   1.1269e+01   1.5800e+00  -5.0682e-03   1.0559e-02   0.0000e+00   1.7783e-02  -1.7500e+00 
  1.1250e+15   1.1269e+01   1.5800e+00  -5.6865e-03   1.1847e-02   0.0000e+00   1.9953e-02  -1.7000e+00 
  1.1250e+15   1.1269e+01   1.5800e+00  -6.3801e-03   1.3293e-02   0.0000e+00   2.2387e-02  -1.6500e+00 
  1.1250e+15   1.1269e+01   1.5800e+00  -7.1582e-03   1.4915e-02   0.0000e+00   2.5119e-02  -1.6000e+00 
  1.1249e+15   1.1270e+01   1.5800e+00  -8.0312e-03   1.6735e-02   0.0000e+00   2.8184e-02  -1.5500e+00 
  1.1249e+15   1.1270e+01   1.5800e+00  -9.0105e-03   1.8778e-02   0.0000e+00   3.1623e-02  -1.5000e+00 
  1.1248e+15   1.1270e+01   1.5800e+00  -1.0109e-02   2.1070e-02   0.0000e+00   3.5481e-02  -1.4500e+00 
  1.1248e+15   1.1271e+01   1.5800e+00  -1.1341e-02   2.3642e-02   0.0000e+00   3.9811e-02  -1.4000e+00 
  1.1247e+15   1.1272e+01   1.5800e+00  -1.2723e-02   2.6528e-02   0.0000e+00   4.4668e-02  -1.3500e+00 
  1.1246e+15   1.1273e+01   1.5800e+00  -1.4273e-02   2.9767e-02   0.0000e+00   5.0119e-02  -1.3000e+00 
  1.1244e+15   1.1274e+01   1.5800e+00  -1.6011e-02   3.3401e-02   0.0000e+00   5.6234e-02  -1.2500e+00 
  1.1243e+15   1.1275e+01   1.5800e+00  -1.7959e-02   3.7481e-02   0.0000e+00   6.3096e-02  -1.2000e+00 
  1.1241e+15   1.1277e+01   1.5800e+00  -2.0143e-02   4.2060e-02   0.0000e+00   7.0795e-02  -1.1500e+00 
  1.1238e+15   1.1279e+01   1.5800e+00  -2.2590e-02   4.7200e-02   0.0000e+00   7.9433e-02  -1.1000e+00 
  1.1235e+15   1.1282e+01   1.5800e+00  -2.5331e-02   5.2970e-02   0.0000e+00   8.9125e-02  -1.0500e+00 
  1.1231e+15   1.1285e+01   1.5800e+00  -2.8401e-02   5.9449e-02   0.0000e+00   1.0000e-01  -1.0000e+00 
  1.1226e+15   1.1290e+01   1.5800e+00  -3.1837e-02   6.6724e-02   0.0000e+00   1.1220e-01  -9.5000e-01 
  1.1219e+15   1.1295e+01   1.5800e+00  -3.5679e-02   7.4895e-02   0.0000e+00   1.2589e-01  -9.0000e-01 
  1.1212e+15   1.1302e+01   1.5800e+00  -3.9974e-02   8.4075e-02   0.0000e+00   1.4125e-01  -8.5000e-01 
  1.1202e+15   1.1311e+01   1.5800e+00  -4.4767e-02   9.4392e-02   0.0000e+00   1.5849e-01  -8.0000e-01 
  1.1190e+15   1.1322e+01   1.5800e+00  -5.0112e-02   1.0599e-01   0.0000e+00   1.7783e-01  -7.5000e-01 
  1.1175e+15   1.1335e+01   1.5800e+00  -5.6060e-02   1.1903e-01   0.0000e+00   1.9953e-01  -7.0000e-01 
  1.1158e+15   1.1351e+01   1.5800e+00  -6.2666e-02   1.3370e-01   0.0000e+00   2.2387e-01  -6.5000e-01 
  1.1137e+15   1.1372e+01   1.5800e+00  -6.9983e-02   1.5021e-01   0.0000e+00   2.5119e-01  -6.0000e-01 
  1.1112e+15   1.1397e+01   1.5800e+00  -7.8061e-02   1.6880e-01   0.0000e+00   2.8184e-01  -5.5000e-01 
  1.1083e+15   1.1427e+01   1.5800e+00  -8.6939e-02   1.8973e-01   0.0000e+00   3.1623e-01  -5.0000e-01 
  1.1050e+15   1.1464e+01   1.5800e+00  -9.6646e-02   2.1332e-01   0.0000e+00   3.5481e-01  -4.5000e-01 
  1.1013e+15   1.1508e+01   1.5800e+00  -1.0719e-01   2.3988e-01   0.0000e+00   3.9811e-01  -4.0000e-01 
  1.0971e+15   1.1560e+01   1.5800e+00  -1.1854e-01   2.6978e-01   0.0000e+00   4.4668e-01  -3.5000e-01 
  1.0928e+15   1.1622e+01   1.5800e+00  -1.3065e-01   3.0342e-01   0.0000e+00   5.0119e-01  -3.0000e-01 
  1.0884e+15   1.1694e+01   1.5800e+00  -1.4340e-01   3.4119e-01   0.0000e+00   5.6234e-01  -2.5000e-01 
  1.0842e+15   1.1776e+01   1.5800e+00  -1.5663e-01   3.8350e-01   0.0000e+00   6.3096e-01  -2.0000e-01 
  1.0805e+15   1.1869e+01   1.5800e+00  -1.7014e-01   4.3075e-01   0.0000e+00   7.0795e-01  -1.5000e-01 
  1.0777e+15   1.1972e+01   1.5800e+00  -1.8364e-01   4.8331e-01   0.0000e+00   7.9433e-01  -1.0000e-01 
  1.0763e+15   1.2085e+01   1.5800e+00  -1.9684e-01   5.4153e-01   0.0000e+00   8.9125e-01  -5.0000e-02 
  1.0766e+15   1.2209e+01   1.5800e+00  -2.0942e-01   6.0572e-01   0.0000e+00   1.0000e+00  -4.6288e-15 

 
  1.1401e+15   1.1260e+01   1.6000e+00  -2.8568e-07   5.8654e-07   0.0000e+00   1.0000e-06  -6.0000e+00 
  1.1401e+15   1.1260e+01   1.6000e+00  -3.2054e-07   6.5811e-07   0.0000e+00   1.1220e-06  -5.9500e+00 
  1.1401e+15   1.1260e+01   1.6000e+00  -3.5965e-07   7.3841e-07   0.0000e+00   1.2589e-06  -5.9000e+00 
  1.1401e+15   1.1260e+01   1.6000e+00  -4.0353e-07   8.2851e-07   0.0000e+00   1.4125e-06  -5.8500e+00 
  1.1401e+15   1.1260e+01   1.6000e+00  -4.5277e-07   9.2960e-07   0.0000e+00   1.5849e-06  -5.8000e+00 
  1.1401e+15   1.1260e+01   1.6000e+00  -5.0802e-07   1.0430e-06   0.0000e+00   1.7783e-06  -5.7500e+00 
  1.1401e+15   1.1260e+01   1.6000e+00  -5.7000e-07   1.1703e-06   0.0000e+00   1.9953e-06  -5.7000e+00 
  1.1401e+15   1.1260e+01   1.6000e+00  -6.3955e-07   1.3131e-06   0.0000e+00   2.2387e-06  -5.6500e+00 
  1.1401e+15   1.1260e+01   1.6000e+00  -7.1759e-07   1.4733e-06   0.0000e+00   2.5119e-06  -5.6000e+00 
  1.1401e+15   1.1260e+01   1.6000e+00  -8.0515e-07   1.6531e-06   0.0000e+00   2.8184e-06  -5.5500e+00 
  1.1401e+15   1.1260e+01   1.6000e+00  -9.0339e-07   1.8548e-06   0.0000e+00   3.1623e-06  -5.5000e+00 
  1.1401e+15   1.1260e+01   1.6000e+00  -1.0136e-06   2.0811e-06   0.0000e+00   3.5481e-06  -5.4500e+00 
  1.1401e+15   1.1260e+01   1.6000e+00  -1.1373e-06   2.3351e-06   0.0000e+00   3.9811e-06  -5.4000e+00 
  1.1401e+15   1.1260e+01   1.6000e+00  -1.2761e-06   2.6200e-06   0.0000e+00   4.4668e-06  -5.3500e+00 
  1.1401e+15   1.1260e+01   1.6000e+00  -1.4318e-06   2.9397e-06   0.0000e+00   5.0119e-06  -5.3000e+00 
  1.1401e+15   1.1260e+01   1.6000e+00  -1.6065e-06   3.2984e-06   0.0000e+00   5.6234e-06  -5.2500e+00 
  1.1401e+15   1.1260e+01   1.6000e+00  -1.8025e-06   3.7008e-06   0.0000e+00   6.3096e-06  -5.2000e+00 
  1.1401e+15   1.1260e+01   1.6000e+00  -2.0224e-06   4.1524e-06   0.0000e+00   7.0795e-06  -5.1500e+00 
  1.1401e+15   1.1260e+01   1.6000e+00  -2.2692e-06   4.6590e-06   0.0000e+00   7.9433e-06  -5.1000e+00 
  1.1401e+15   1.1260e+01   1.6000e+00  -2.5461e-06   5.2275e-06   0.0000e+00   8.9125e-06  -5.0500e+00 
  1.1401e+15   1.1260e+01   1.6000e+00  -2.8568e-06   5.8654e-06   0.0000e+00   1.0000e-05  -5.0000e+00 
  1.1401e+15   1.1260e+01   1.6000e+00  -3.2054e-06   6.5811e-06   0.0000e+00   1.1220e-05  -4.9500e+00 
  1.1401e+15   1.1260e+01   1.6000e+00  -3.5965e-06   7.3841e-06   0.0000e+00   1.2589e-05  -4.9000e+00 
  1.1401e+15   1.1260e+01   1.6000e+00  -4.0353e-06   8.2851e-06   0.0000e+00   1.4125e-05  -4.8500e+00 
  1.1401e+15   1.1260e+01   1.6000e+00  -4.5277e-06   9.2960e-06   0.0000e+00   1.5849e-05  -4.8000e+00 
  1.1401e+15   1.1260e+01   1.6000e+00  -5.0802e-06   1.0430e-05   0.0000e+00   1.7783e-05  -4.7500e+00 
  1.1401e+15   1.1260e+01   1.6000e+00  -5.7000e-06   1.1703e-05   0.0000e+00   1.9953e-05  -4.7000e+00 
  1.1401e+15   1.1260e+01   1.6000e+00  -6.3955e-06   1.3131e-05   0.0000e+00   2.2387e-05  -4.6500e+00 
  1.1401e+15   1.1260e+01   1.6000e+00  -7.1759e-06   1.4733e-05   0.0000e+00   2.5119e-05  -4.6000e+00 
  1.1401e+15   1.1260e+01   1.6000e+00  -8.0515e-06   1.6531e-05   0.0000e+00   2.8184e-05  -4.5500e+00 
  1.1401e+15   1.1260e+01   1.6000e+00  -9.0339e-06   1.8548e-05   0.0000e+00   3.1623e-05  -4.5000e+00 
  1.1401e+15   1.1260e+01   1.6000e+00  -1.0136e-05   2.0811e-05   0.0000e+00   3.5481e-05  -4.4500e+00 
  1.1401e+15   1.1260e+01   1.6000e+00  -1.1373e-05   2.3351e-05   0.0000e+00   3.9811e-05  -4.4000e+00 
  1.1401e+15   1.1260e+01   1.6000e+00  -1.2761e-05   2.6200e-05   0.0000e+00   4.4668e-05  -4.3500e+00 
  1.1401e+15   1.1260e+01   1.6000e+00  -1.4318e-05   2.9397e-05   0.0000e+00   5.0119e-05  -4.3000e+00 
  1.1401e+15   1.1260e+01   1.6000e+00  -1.6065e-05   3.2984e-05   0.0000e+00   5.6234e-05  -4.2500e+00 
