# rho - energy density in [g/cm^3]
# R   - radius in km
# M   - mass in solar masses
# chi[0] - the scalar field in the centre of the star
# abs(alpha_A) - the absolut value of alpha_A for this star
# beta   - theory parameter (for now set to 0)
# alpha  - theory parameters, related to the Brans-Dicke parameter. This is the one we want to sample
# log(alpha) - the table is build to have equal spacing between the models in terms of log(alpha), and NOT alpha alone
#   rho          R             M           chi[0]    abs(alpha_A)      beta        alpha      log(alpha) 
  6.9464e+14   1.1378e+01   7.8000e-01  -2.9716e-05   1.2966e-04   0.0000e+00   1.5849e-04  -3.8000e+00 
  6.9464e+14   1.1378e+01   7.8000e-01  -3.3342e-05   1.4548e-04   0.0000e+00   1.7783e-04  -3.7500e+00 
  6.9464e+14   1.1378e+01   7.8000e-01  -3.7410e-05   1.6323e-04   0.0000e+00   1.9953e-04  -3.7000e+00 
  6.9464e+14   1.1378e+01   7.8000e-01  -4.1975e-05   1.8315e-04   0.0000e+00   2.2387e-04  -3.6500e+00 
  6.9464e+14   1.1378e+01   7.8000e-01  -4.7096e-05   2.0550e-04   0.0000e+00   2.5119e-04  -3.6000e+00 
  6.9464e+14   1.1378e+01   7.8000e-01  -5.2843e-05   2.3057e-04   0.0000e+00   2.8184e-04  -3.5500e+00 
  6.9464e+14   1.1378e+01   7.8000e-01  -5.9291e-05   2.5871e-04   0.0000e+00   3.1623e-04  -3.5000e+00 
  6.9464e+14   1.1378e+01   7.8000e-01  -6.6525e-05   2.9027e-04   0.0000e+00   3.5481e-04  -3.4500e+00 
  6.9464e+14   1.1378e+01   7.8000e-01  -7.4643e-05   3.2569e-04   0.0000e+00   3.9811e-04  -3.4000e+00 
  6.9464e+14   1.1378e+01   7.8000e-01  -8.3750e-05   3.6543e-04   0.0000e+00   4.4668e-04  -3.3500e+00 
  6.9464e+14   1.1378e+01   7.8000e-01  -9.3969e-05   4.1002e-04   0.0000e+00   5.0119e-04  -3.3000e+00 
  6.9464e+14   1.1378e+01   7.8000e-01  -1.0544e-04   4.6005e-04   0.0000e+00   5.6234e-04  -3.2500e+00 
  6.9464e+14   1.1378e+01   7.8000e-01  -1.1830e-04   5.1619e-04   0.0000e+00   6.3096e-04  -3.2000e+00 
  6.9464e+14   1.1378e+01   7.8000e-01  -1.3274e-04   5.7917e-04   0.0000e+00   7.0795e-04  -3.1500e+00 
  6.9464e+14   1.1378e+01   7.8000e-01  -1.4893e-04   6.4984e-04   0.0000e+00   7.9433e-04  -3.1000e+00 
  6.9464e+14   1.1378e+01   7.8000e-01  -1.6710e-04   7.2913e-04   0.0000e+00   8.9125e-04  -3.0500e+00 
  6.9464e+14   1.1378e+01   7.8000e-01  -1.8749e-04   8.1810e-04   0.0000e+00   1.0000e-03  -3.0000e+00 
  6.9464e+14   1.1378e+01   7.8000e-01  -2.1037e-04   9.1792e-04   0.0000e+00   1.1220e-03  -2.9500e+00 
  6.9464e+14   1.1378e+01   7.8000e-01  -2.3604e-04   1.0299e-03   0.0000e+00   1.2589e-03  -2.9000e+00 
  6.9464e+14   1.1378e+01   7.8000e-01  -2.6484e-04   1.1556e-03   0.0000e+00   1.4125e-03  -2.8500e+00 
  6.9464e+14   1.1378e+01   7.8000e-01  -2.9716e-04   1.2966e-03   0.0000e+00   1.5849e-03  -2.8000e+00 
  6.9464e+14   1.1378e+01   7.8000e-01  -3.3342e-04   1.4548e-03   0.0000e+00   1.7783e-03  -2.7500e+00 
  6.9464e+14   1.1378e+01   7.8000e-01  -3.7410e-04   1.6323e-03   0.0000e+00   1.9953e-03  -2.7000e+00 
  6.9464e+14   1.1378e+01   7.8000e-01  -4.1975e-04   1.8315e-03   0.0000e+00   2.2387e-03  -2.6500e+00 
  6.9464e+14   1.1378e+01   7.8000e-01  -4.7096e-04   2.0550e-03   0.0000e+00   2.5119e-03  -2.6000e+00 
  6.9464e+14   1.1378e+01   7.8000e-01  -5.2843e-04   2.3057e-03   0.0000e+00   2.8184e-03  -2.5500e+00 
  6.9464e+14   1.1378e+01   7.8000e-01  -5.9291e-04   2.5871e-03   0.0000e+00   3.1623e-03  -2.5000e+00 
  6.9464e+14   1.1378e+01   7.8000e-01  -6.6525e-04   2.9027e-03   0.0000e+00   3.5481e-03  -2.4500e+00 
  6.9464e+14   1.1378e+01   7.8000e-01  -7.4642e-04   3.2569e-03   0.0000e+00   3.9811e-03  -2.4000e+00 
  6.9464e+14   1.1378e+01   7.8000e-01  -8.3750e-04   3.6543e-03   0.0000e+00   4.4668e-03  -2.3500e+00 
  6.9465e+14   1.1378e+01   7.8000e-01  -9.3969e-04   4.1002e-03   0.0000e+00   5.0119e-03  -2.3000e+00 
  6.9465e+14   1.1378e+01   7.8000e-01  -1.0543e-03   4.6005e-03   0.0000e+00   5.6234e-03  -2.2500e+00 
  6.9465e+14   1.1378e+01   7.8000e-01  -1.1830e-03   5.1618e-03   0.0000e+00   6.3096e-03  -2.2000e+00 
  6.9465e+14   1.1378e+01   7.8000e-01  -1.3273e-03   5.7917e-03   0.0000e+00   7.0795e-03  -2.1500e+00 
  6.9465e+14   1.1378e+01   7.8000e-01  -1.4893e-03   6.4983e-03   0.0000e+00   7.9433e-03  -2.1000e+00 
  6.9466e+14   1.1378e+01   7.8000e-01  -1.6710e-03   7.2912e-03   0.0000e+00   8.9125e-03  -2.0500e+00 
  6.9466e+14   1.1378e+01   7.8000e-01  -1.8749e-03   8.1809e-03   0.0000e+00   1.0000e-02  -2.0000e+00 
  6.9466e+14   1.1378e+01   7.8000e-01  -2.1036e-03   9.1791e-03   0.0000e+00   1.1220e-02  -1.9500e+00 
  6.9467e+14   1.1378e+01   7.8000e-01  -2.3603e-03   1.0299e-02   0.0000e+00   1.2589e-02  -1.9000e+00 
  6.9468e+14   1.1378e+01   7.8000e-01  -2.6483e-03   1.1556e-02   0.0000e+00   1.4125e-02  -1.8500e+00 
  6.9469e+14   1.1378e+01   7.8000e-01  -2.9714e-03   1.2966e-02   0.0000e+00   1.5849e-02  -1.8000e+00 
  6.9470e+14   1.1377e+01   7.8000e-01  -3.3339e-03   1.4548e-02   0.0000e+00   1.7783e-02  -1.7500e+00 
  6.9472e+14   1.1377e+01   7.8000e-01  -3.7406e-03   1.6322e-02   0.0000e+00   1.9953e-02  -1.7000e+00 
  6.9473e+14   1.1377e+01   7.8000e-01  -4.1969e-03   1.8314e-02   0.0000e+00   2.2387e-02  -1.6500e+00 
  6.9476e+14   1.1377e+01   7.8000e-01  -4.7088e-03   2.0548e-02   0.0000e+00   2.5119e-02  -1.6000e+00 
  6.9479e+14   1.1377e+01   7.8000e-01  -5.2832e-03   2.3055e-02   0.0000e+00   2.8184e-02  -1.5500e+00 
  6.9483e+14   1.1376e+01   7.8000e-01  -5.9275e-03   2.5867e-02   0.0000e+00   3.1623e-02  -1.5000e+00 
  6.9488e+14   1.1376e+01   7.8000e-01  -6.6503e-03   2.9023e-02   0.0000e+00   3.5481e-02  -1.4500e+00 
  6.9494e+14   1.1375e+01   7.8000e-01  -7.4611e-03   3.2563e-02   0.0000e+00   3.9811e-02  -1.4000e+00 
  6.9501e+14   1.1375e+01   7.8000e-01  -8.3706e-03   3.6534e-02   0.0000e+00   4.4668e-02  -1.3500e+00 
  6.9511e+14   1.1374e+01   7.8000e-01  -9.3906e-03   4.0990e-02   0.0000e+00   5.0119e-02  -1.3000e+00 
  6.9523e+14   1.1373e+01   7.8000e-01  -1.0535e-02   4.5988e-02   0.0000e+00   5.6234e-02  -1.2500e+00 
  6.9538e+14   1.1372e+01   7.8000e-01  -1.1817e-02   5.1594e-02   0.0000e+00   6.3096e-02  -1.2000e+00 
  6.9558e+14   1.1370e+01   7.8000e-01  -1.3256e-02   5.7882e-02   0.0000e+00   7.0795e-02  -1.1500e+00 
  6.9582e+14   1.1368e+01   7.8000e-01  -1.4868e-02   6.4935e-02   0.0000e+00   7.9433e-02  -1.1000e+00 
  6.9612e+14   1.1366e+01   7.8000e-01  -1.6675e-02   7.2843e-02   0.0000e+00   8.9125e-02  -1.0500e+00 
  6.9650e+14   1.1363e+01   7.8000e-01  -1.8699e-02   8.1712e-02   0.0000e+00   1.0000e-01  -1.0000e+00 
  6.9698e+14   1.1359e+01   7.8000e-01  -2.0966e-02   9.1653e-02   0.0000e+00   1.1220e-01  -9.5000e-01 
  6.9758e+14   1.1354e+01   7.8000e-01  -2.3504e-02   1.0280e-01   0.0000e+00   1.2589e-01  -9.0000e-01 
  6.9833e+14   1.1348e+01   7.8000e-01  -2.6343e-02   1.1528e-01   0.0000e+00   1.4125e-01  -8.5000e-01 
  6.9928e+14   1.1340e+01   7.8000e-01  -2.9517e-02   1.2927e-01   0.0000e+00   1.5849e-01  -8.0000e-01 
  7.0045e+14   1.1331e+01   7.8000e-01  -3.3062e-02   1.4493e-01   0.0000e+00   1.7783e-01  -7.5000e-01 
  7.0192e+14   1.1319e+01   7.8000e-01  -3.7015e-02   1.6246e-01   0.0000e+00   1.9953e-01  -7.0000e-01 
  7.0376e+14   1.1305e+01   7.8000e-01  -4.1419e-02   1.8207e-01   0.0000e+00   2.2387e-01  -6.5000e-01 
  7.0603e+14   1.1287e+01   7.8000e-01  -4.6314e-02   2.0398e-01   0.0000e+00   2.5119e-01  -6.0000e-01 
  7.0885e+14   1.1266e+01   7.8000e-01  -5.1742e-02   2.2844e-01   0.0000e+00   2.8184e-01  -5.5000e-01 
  7.1232e+14   1.1240e+01   7.8000e-01  -5.7745e-02   2.5573e-01   0.0000e+00   3.1623e-01  -5.0000e-01 
  7.1659e+14   1.1209e+01   7.8000e-01  -6.4357e-02   2.8611e-01   0.0000e+00   3.5481e-01  -4.5000e-01 
  7.2180e+14   1.1173e+01   7.8000e-01  -7.1608e-02   3.1990e-01   0.0000e+00   3.9811e-01  -4.0000e-01 
  7.2811e+14   1.1132e+01   7.8000e-01  -7.9513e-02   3.5740e-01   0.0000e+00   4.4668e-01  -3.5000e-01 
  7.3570e+14   1.1084e+01   7.8000e-01  -8.8072e-02   3.9892e-01   0.0000e+00   5.0119e-01  -3.0000e-01 
  7.4476e+14   1.1031e+01   7.8000e-01  -9.7258e-02   4.4478e-01   0.0000e+00   5.6234e-01  -2.5000e-01 
  7.5544e+14   1.0974e+01   7.8000e-01  -1.0702e-01   4.9529e-01   0.0000e+00   6.3096e-01  -2.0000e-01 
  7.6789e+14   1.0913e+01   7.8000e-01  -1.1725e-01   5.5075e-01   0.0000e+00   7.0795e-01  -1.5000e-01 
  7.8224e+14   1.0852e+01   7.8000e-01  -1.2783e-01   6.1145e-01   0.0000e+00   7.9433e-01  -1.0000e-01 
  7.9855e+14   1.0792e+01   7.8000e-01  -1.3858e-01   6.7768e-01   0.0000e+00   8.9125e-01  -5.0000e-02 
  8.1683e+14   1.0736e+01   7.8000e-01  -1.4929e-01   7.4969e-01   0.0000e+00   1.0000e+00  -4.6288e-15 

 
  7.0399e+14   1.1372e+01   8.0000e-01  -1.9104e-07   8.1338e-07   0.0000e+00   1.0000e-06  -6.0000e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -2.1435e-07   9.1263e-07   0.0000e+00   1.1220e-06  -5.9500e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -2.4051e-07   1.0240e-06   0.0000e+00   1.2589e-06  -5.9000e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -2.6985e-07   1.1489e-06   0.0000e+00   1.4125e-06  -5.8500e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -3.0278e-07   1.2891e-06   0.0000e+00   1.5849e-06  -5.8000e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -3.3972e-07   1.4464e-06   0.0000e+00   1.7783e-06  -5.7500e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -3.8118e-07   1.6229e-06   0.0000e+00   1.9953e-06  -5.7000e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -4.2769e-07   1.8209e-06   0.0000e+00   2.2387e-06  -5.6500e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -4.7987e-07   2.0431e-06   0.0000e+00   2.5119e-06  -5.6000e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -5.3842e-07   2.2924e-06   0.0000e+00   2.8184e-06  -5.5500e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -6.0412e-07   2.5721e-06   0.0000e+00   3.1623e-06  -5.5000e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -6.7784e-07   2.8860e-06   0.0000e+00   3.5481e-06  -5.4500e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -7.6055e-07   3.2381e-06   0.0000e+00   3.9811e-06  -5.4000e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -8.5335e-07   3.6333e-06   0.0000e+00   4.4668e-06  -5.3500e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -9.5747e-07   4.0766e-06   0.0000e+00   5.0119e-06  -5.3000e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -1.0743e-06   4.5740e-06   0.0000e+00   5.6234e-06  -5.2500e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -1.2054e-06   5.1321e-06   0.0000e+00   6.3096e-06  -5.2000e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -1.3525e-06   5.7583e-06   0.0000e+00   7.0795e-06  -5.1500e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -1.5175e-06   6.4609e-06   0.0000e+00   7.9433e-06  -5.1000e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -1.7026e-06   7.2493e-06   0.0000e+00   8.9125e-06  -5.0500e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -1.9104e-06   8.1338e-06   0.0000e+00   1.0000e-05  -5.0000e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -2.1435e-06   9.1263e-06   0.0000e+00   1.1220e-05  -4.9500e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -2.4051e-06   1.0240e-05   0.0000e+00   1.2589e-05  -4.9000e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -2.6985e-06   1.1489e-05   0.0000e+00   1.4125e-05  -4.8500e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -3.0278e-06   1.2891e-05   0.0000e+00   1.5849e-05  -4.8000e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -3.3972e-06   1.4464e-05   0.0000e+00   1.7783e-05  -4.7500e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -3.8118e-06   1.6229e-05   0.0000e+00   1.9953e-05  -4.7000e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -4.2769e-06   1.8209e-05   0.0000e+00   2.2387e-05  -4.6500e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -4.7987e-06   2.0431e-05   0.0000e+00   2.5119e-05  -4.6000e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -5.3842e-06   2.2924e-05   0.0000e+00   2.8184e-05  -4.5500e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -6.0412e-06   2.5721e-05   0.0000e+00   3.1623e-05  -4.5000e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -6.7784e-06   2.8860e-05   0.0000e+00   3.5481e-05  -4.4500e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -7.6055e-06   3.2381e-05   0.0000e+00   3.9811e-05  -4.4000e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -8.5335e-06   3.6333e-05   0.0000e+00   4.4668e-05  -4.3500e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -9.5747e-06   4.0766e-05   0.0000e+00   5.0119e-05  -4.3000e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -1.0743e-05   4.5740e-05   0.0000e+00   5.6234e-05  -4.2500e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -1.2054e-05   5.1321e-05   0.0000e+00   6.3096e-05  -4.2000e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -1.3525e-05   5.7583e-05   0.0000e+00   7.0795e-05  -4.1500e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -1.5175e-05   6.4609e-05   0.0000e+00   7.9433e-05  -4.1000e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -1.7026e-05   7.2493e-05   0.0000e+00   8.9125e-05  -4.0500e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -1.9104e-05   8.1338e-05   0.0000e+00   1.0000e-04  -4.0000e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -2.1435e-05   9.1263e-05   0.0000e+00   1.1220e-04  -3.9500e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -2.4051e-05   1.0240e-04   0.0000e+00   1.2589e-04  -3.9000e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -2.6985e-05   1.1489e-04   0.0000e+00   1.4125e-04  -3.8500e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -3.0278e-05   1.2891e-04   0.0000e+00   1.5849e-04  -3.8000e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -3.3972e-05   1.4464e-04   0.0000e+00   1.7783e-04  -3.7500e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -3.8118e-05   1.6229e-04   0.0000e+00   1.9953e-04  -3.7000e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -4.2769e-05   1.8209e-04   0.0000e+00   2.2387e-04  -3.6500e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -4.7987e-05   2.0431e-04   0.0000e+00   2.5119e-04  -3.6000e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -5.3842e-05   2.2924e-04   0.0000e+00   2.8184e-04  -3.5500e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -6.0412e-05   2.5721e-04   0.0000e+00   3.1623e-04  -3.5000e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -6.7784e-05   2.8860e-04   0.0000e+00   3.5481e-04  -3.4500e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -7.6055e-05   3.2381e-04   0.0000e+00   3.9811e-04  -3.4000e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -8.5335e-05   3.6333e-04   0.0000e+00   4.4668e-04  -3.3500e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -9.5747e-05   4.0766e-04   0.0000e+00   5.0119e-04  -3.3000e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -1.0743e-04   4.5740e-04   0.0000e+00   5.6234e-04  -3.2500e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -1.2054e-04   5.1321e-04   0.0000e+00   6.3096e-04  -3.2000e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -1.3525e-04   5.7583e-04   0.0000e+00   7.0795e-04  -3.1500e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -1.5175e-04   6.4609e-04   0.0000e+00   7.9433e-04  -3.1000e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -1.7026e-04   7.2493e-04   0.0000e+00   8.9125e-04  -3.0500e+00 
  7.0399e+14   1.1372e+01   8.0000e-01  -1.9104e-04   8.1338e-04   0.0000e+00   1.0000e-03  -3.0000e+00 
  7.0400e+14   1.1372e+01   8.0000e-01  -2.1435e-04   9.1263e-04   0.0000e+00   1.1220e-03  -2.9500e+00 
  7.0400e+14   1.1372e+01   8.0000e-01  -2.4051e-04   1.0240e-03   0.0000e+00   1.2589e-03  -2.9000e+00 
  7.0400e+14   1.1372e+01   8.0000e-01  -2.6985e-04   1.1489e-03   0.0000e+00   1.4125e-03  -2.8500e+00 
  7.0400e+14   1.1372e+01   8.0000e-01  -3.0278e-04   1.2891e-03   0.0000e+00   1.5849e-03  -2.8000e+00 
  7.0400e+14   1.1372e+01   8.0000e-01  -3.3972e-04   1.4464e-03   0.0000e+00   1.7783e-03  -2.7500e+00 
  7.0400e+14   1.1372e+01   8.0000e-01  -3.8118e-04   1.6229e-03   0.0000e+00   1.9953e-03  -2.7000e+00 
  7.0400e+14   1.1372e+01   8.0000e-01  -4.2769e-04   1.8209e-03   0.0000e+00   2.2387e-03  -2.6500e+00 
  7.0400e+14   1.1372e+01   8.0000e-01  -4.7987e-04   2.0431e-03   0.0000e+00   2.5119e-03  -2.6000e+00 
  7.0400e+14   1.1372e+01   8.0000e-01  -5.3842e-04   2.2924e-03   0.0000e+00   2.8184e-03  -2.5500e+00 
  7.0400e+14   1.1372e+01   8.0000e-01  -6.0412e-04   2.5721e-03   0.0000e+00   3.1623e-03  -2.5000e+00 
  7.0400e+14   1.1372e+01   8.0000e-01  -6.7783e-04   2.8860e-03   0.0000e+00   3.5481e-03  -2.4500e+00 
  7.0400e+14   1.1372e+01   8.0000e-01  -7.6054e-04   3.2381e-03   0.0000e+00   3.9811e-03  -2.4000e+00 
  7.0400e+14   1.1372e+01   8.0000e-01  -8.5334e-04   3.6332e-03   0.0000e+00   4.4668e-03  -2.3500e+00 
  7.0400e+14   1.1372e+01   8.0000e-01  -9.5746e-04   4.0766e-03   0.0000e+00   5.0119e-03  -2.3000e+00 
  7.0400e+14   1.1372e+01   8.0000e-01  -1.0743e-03   4.5740e-03   0.0000e+00   5.6234e-03  -2.2500e+00 
  7.0400e+14   1.1372e+01   8.0000e-01  -1.2054e-03   5.1321e-03   0.0000e+00   6.3096e-03  -2.2000e+00 
  7.0400e+14   1.1372e+01   8.0000e-01  -1.3524e-03   5.7583e-03   0.0000e+00   7.0795e-03  -2.1500e+00 
  7.0401e+14   1.1372e+01   8.0000e-01  -1.5175e-03   6.4609e-03   0.0000e+00   7.9433e-03  -2.1000e+00 
  7.0401e+14   1.1372e+01   8.0000e-01  -1.7026e-03   7.2492e-03   0.0000e+00   8.9125e-03  -2.0500e+00 
  7.0401e+14   1.1372e+01   8.0000e-01  -1.9104e-03   8.1337e-03   0.0000e+00   1.0000e-02  -2.0000e+00 
  7.0402e+14   1.1372e+01   8.0000e-01  -2.1434e-03   9.1262e-03   0.0000e+00   1.1220e-02  -1.9500e+00 
  7.0402e+14   1.1372e+01   8.0000e-01  -2.4050e-03   1.0240e-02   0.0000e+00   1.2589e-02  -1.9000e+00 
  7.0403e+14   1.1372e+01   8.0000e-01  -2.6984e-03   1.1489e-02   0.0000e+00   1.4125e-02  -1.8500e+00 
  7.0404e+14   1.1372e+01   8.0000e-01  -3.0276e-03   1.2891e-02   0.0000e+00   1.5849e-02  -1.8000e+00 
  7.0405e+14   1.1372e+01   8.0000e-01  -3.3969e-03   1.4464e-02   0.0000e+00   1.7783e-02  -1.7500e+00 
  7.0407e+14   1.1372e+01   8.0000e-01  -3.8113e-03   1.6228e-02   0.0000e+00   1.9953e-02  -1.7000e+00 
  7.0409e+14   1.1372e+01   8.0000e-01  -4.2763e-03   1.8208e-02   0.0000e+00   2.2387e-02  -1.6500e+00 
  7.0411e+14   1.1371e+01   8.0000e-01  -4.7979e-03   2.0430e-02   0.0000e+00   2.5119e-02  -1.6000e+00 
  7.0414e+14   1.1371e+01   8.0000e-01  -5.3831e-03   2.2922e-02   0.0000e+00   2.8184e-02  -1.5500e+00 
  7.0418e+14   1.1371e+01   8.0000e-01  -6.0396e-03   2.5718e-02   0.0000e+00   3.1623e-02  -1.5000e+00 
  7.0423e+14   1.1370e+01   8.0000e-01  -6.7760e-03   2.8856e-02   0.0000e+00   3.5481e-02  -1.4500e+00 
  7.0429e+14   1.1370e+01   8.0000e-01  -7.6021e-03   3.2375e-02   0.0000e+00   3.9811e-02  -1.4000e+00 
  7.0436e+14   1.1369e+01   8.0000e-01  -8.5288e-03   3.6324e-02   0.0000e+00   4.4668e-02  -1.3500e+00 
  7.0446e+14   1.1369e+01   8.0000e-01  -9.5680e-03   4.0753e-02   0.0000e+00   5.0119e-02  -1.3000e+00 
  7.0458e+14   1.1368e+01   8.0000e-01  -1.0734e-02   4.5723e-02   0.0000e+00   5.6234e-02  -1.2500e+00 
  7.0473e+14   1.1367e+01   8.0000e-01  -1.2041e-02   5.1296e-02   0.0000e+00   6.3096e-02  -1.2000e+00 
  7.0492e+14   1.1365e+01   8.0000e-01  -1.3506e-02   5.7548e-02   0.0000e+00   7.0795e-02  -1.1500e+00 
  7.0515e+14   1.1363e+01   8.0000e-01  -1.5148e-02   6.4560e-02   0.0000e+00   7.9433e-02  -1.1000e+00 
  7.0545e+14   1.1361e+01   8.0000e-01  -1.6989e-02   7.2424e-02   0.0000e+00   8.9125e-02  -1.0500e+00 
  7.0583e+14   1.1358e+01   8.0000e-01  -1.9051e-02   8.1241e-02   0.0000e+00   1.0000e-01  -1.0000e+00 
  7.0630e+14   1.1354e+01   8.0000e-01  -2.1361e-02   9.1125e-02   0.0000e+00   1.1220e-01  -9.5000e-01 
  7.0689e+14   1.1350e+01   8.0000e-01  -2.3945e-02   1.0220e-01   0.0000e+00   1.2589e-01  -9.0000e-01 
  7.0763e+14   1.1344e+01   8.0000e-01  -2.6837e-02   1.1462e-01   0.0000e+00   1.4125e-01  -8.5000e-01 
  7.0856e+14   1.1337e+01   8.0000e-01  -3.0069e-02   1.2853e-01   0.0000e+00   1.5849e-01  -8.0000e-01 
  7.0971e+14   1.1328e+01   8.0000e-01  -3.3678e-02   1.4410e-01   0.0000e+00   1.7783e-01  -7.5000e-01 
  7.1116e+14   1.1317e+01   8.0000e-01  -3.7702e-02   1.6153e-01   0.0000e+00   1.9953e-01  -7.0000e-01 
  7.1296e+14   1.1304e+01   8.0000e-01  -4.2184e-02   1.8102e-01   0.0000e+00   2.2387e-01  -6.5000e-01 
  7.1520e+14   1.1288e+01   8.0000e-01  -4.7164e-02   2.0280e-01   0.0000e+00   2.5119e-01  -6.0000e-01 
  7.1797e+14   1.1268e+01   8.0000e-01  -5.2686e-02   2.2713e-01   0.0000e+00   2.8184e-01  -5.5000e-01 
  7.2139e+14   1.1244e+01   8.0000e-01  -5.8788e-02   2.5426e-01   0.0000e+00   3.1623e-01  -5.0000e-01 
  7.2559e+14   1.1216e+01   8.0000e-01  -6.5508e-02   2.8447e-01   0.0000e+00   3.5481e-01  -4.5000e-01 
  7.3071e+14   1.1183e+01   8.0000e-01  -7.2871e-02   3.1807e-01   0.0000e+00   3.9811e-01  -4.0000e-01 
  7.3692e+14   1.1144e+01   8.0000e-01  -8.0893e-02   3.5535e-01   0.0000e+00   4.4668e-01  -3.5000e-01 
  7.4439e+14   1.1100e+01   8.0000e-01  -8.9571e-02   3.9664e-01   0.0000e+00   5.0119e-01  -3.0000e-01 
  7.5330e+14   1.1051e+01   8.0000e-01  -9.8876e-02   4.4224e-01   0.0000e+00   5.6234e-01  -2.5000e-01 
  7.6381e+14   1.0998e+01   8.0000e-01  -1.0875e-01   4.9248e-01   0.0000e+00   6.3096e-01  -2.0000e-01 
  7.7606e+14   1.0943e+01   8.0000e-01  -1.1909e-01   5.4765e-01   0.0000e+00   7.0795e-01  -1.5000e-01 
  7.9018e+14   1.0887e+01   8.0000e-01  -1.2977e-01   6.0804e-01   0.0000e+00   7.9433e-01  -1.0000e-01 
  8.0624e+14   1.0832e+01   8.0000e-01  -1.4060e-01   6.7393e-01   0.0000e+00   8.9125e-01  -5.0000e-02 
  8.2423e+14   1.0782e+01   8.0000e-01  -1.5137e-01   7.4560e-01   0.0000e+00   1.0000e+00  -4.6288e-15 

 
  7.1334e+14   1.1367e+01   8.2000e-01  -1.9454e-07   8.0865e-07   0.0000e+00   1.0000e-06  -6.0000e+00 
  7.1334e+14   1.1367e+01   8.2000e-01  -2.1828e-07   9.0732e-07   0.0000e+00   1.1220e-06  -5.9500e+00 
  7.1334e+14   1.1367e+01   8.2000e-01  -2.4491e-07   1.0180e-06   0.0000e+00   1.2589e-06  -5.9000e+00 
  7.1334e+14   1.1367e+01   8.2000e-01  -2.7480e-07   1.1422e-06   0.0000e+00   1.4125e-06  -5.8500e+00 
