# rho - energy density in [g/cm^3]
# R   - radius in km
# M   - mass in solar masses
# chi[0] - the scalar field in the centre of the star
# abs(alpha_A) - the absolut value of alpha_A for this star
# beta   - theory parameter (for now set to 0)
# alpha  - theory parameters, related to the Brans-Dicke parameter. This is the one we want to sample
# log(alpha) - the table is build to have equal spacing between the models in terms of log(alpha), and NOT alpha alone
#   rho          R             M           chi[0]    abs(alpha_A)      beta        alpha      log(alpha) 
  5.9051e+14   1.1973e+01   7.2000e-01  -6.0129e-04   2.9842e-03   0.0000e+00   3.5481e-03  -2.4500e+00 
  5.9051e+14   1.1973e+01   7.2000e-01  -6.7465e-04   3.3484e-03   0.0000e+00   3.9811e-03  -2.4000e+00 
  5.9051e+14   1.1973e+01   7.2000e-01  -7.5697e-04   3.7569e-03   0.0000e+00   4.4668e-03  -2.3500e+00 
  5.9051e+14   1.1973e+01   7.2000e-01  -8.4934e-04   4.2153e-03   0.0000e+00   5.0119e-03  -2.3000e+00 
  5.9051e+14   1.1973e+01   7.2000e-01  -9.5297e-04   4.7297e-03   0.0000e+00   5.6234e-03  -2.2500e+00 
  5.9051e+14   1.1973e+01   7.2000e-01  -1.0692e-03   5.3068e-03   0.0000e+00   6.3096e-03  -2.2000e+00 
  5.9051e+14   1.1973e+01   7.2000e-01  -1.1997e-03   5.9543e-03   0.0000e+00   7.0795e-03  -2.1500e+00 
  5.9052e+14   1.1973e+01   7.2000e-01  -1.3461e-03   6.6808e-03   0.0000e+00   7.9433e-03  -2.1000e+00 
  5.9052e+14   1.1973e+01   7.2000e-01  -1.5103e-03   7.4960e-03   0.0000e+00   8.9125e-03  -2.0500e+00 
  5.9053e+14   1.1972e+01   7.2000e-01  -1.6946e-03   8.4106e-03   0.0000e+00   1.0000e-02  -2.0000e+00 
  5.9053e+14   1.1972e+01   7.2000e-01  -1.9014e-03   9.4369e-03   0.0000e+00   1.1220e-02  -1.9500e+00 
  5.9054e+14   1.1972e+01   7.2000e-01  -2.1334e-03   1.0588e-02   0.0000e+00   1.2589e-02  -1.9000e+00 
  5.9055e+14   1.1972e+01   7.2000e-01  -2.3937e-03   1.1880e-02   0.0000e+00   1.4125e-02  -1.8500e+00 
  5.9056e+14   1.1972e+01   7.2000e-01  -2.6857e-03   1.3330e-02   0.0000e+00   1.5849e-02  -1.8000e+00 
  5.9057e+14   1.1972e+01   7.2000e-01  -3.0134e-03   1.4956e-02   0.0000e+00   1.7783e-02  -1.7500e+00 
  5.9059e+14   1.1972e+01   7.2000e-01  -3.3810e-03   1.6781e-02   0.0000e+00   1.9953e-02  -1.7000e+00 
  5.9062e+14   1.1972e+01   7.2000e-01  -3.7935e-03   1.8828e-02   0.0000e+00   2.2387e-02  -1.6500e+00 
  5.9064e+14   1.1971e+01   7.2000e-01  -4.2562e-03   2.1125e-02   0.0000e+00   2.5119e-02  -1.6000e+00 
  5.9068e+14   1.1971e+01   7.2000e-01  -4.7754e-03   2.3702e-02   0.0000e+00   2.8184e-02  -1.5500e+00 
  5.9073e+14   1.1970e+01   7.2000e-01  -5.3579e-03   2.6594e-02   0.0000e+00   3.1623e-02  -1.5000e+00 
  5.9078e+14   1.1970e+01   7.2000e-01  -6.0113e-03   2.9838e-02   0.0000e+00   3.5481e-02  -1.4500e+00 
  5.9086e+14   1.1969e+01   7.2000e-01  -6.7443e-03   3.3477e-02   0.0000e+00   3.9811e-02  -1.4000e+00 
  5.9095e+14   1.1968e+01   7.2000e-01  -7.5666e-03   3.7560e-02   0.0000e+00   4.4668e-02  -1.3500e+00 
  5.9106e+14   1.1967e+01   7.2000e-01  -8.4890e-03   4.2141e-02   0.0000e+00   5.0119e-02  -1.3000e+00 
  5.9121e+14   1.1966e+01   7.2000e-01  -9.5235e-03   4.7279e-02   0.0000e+00   5.6234e-02  -1.2500e+00 
  5.9139e+14   1.1964e+01   7.2000e-01  -1.0684e-02   5.3043e-02   0.0000e+00   6.3096e-02  -1.2000e+00 
  5.9162e+14   1.1961e+01   7.2000e-01  -1.1985e-02   5.9508e-02   0.0000e+00   7.0795e-02  -1.1500e+00 
  5.9190e+14   1.1959e+01   7.2000e-01  -1.3444e-02   6.6758e-02   0.0000e+00   7.9433e-02  -1.1000e+00 
  5.9227e+14   1.1955e+01   7.2000e-01  -1.5079e-02   7.4889e-02   0.0000e+00   8.9125e-02  -1.0500e+00 
  5.9272e+14   1.1950e+01   7.2000e-01  -1.6912e-02   8.4007e-02   0.0000e+00   1.0000e-01  -1.0000e+00 
  5.9329e+14   1.1945e+01   7.2000e-01  -1.8965e-02   9.4228e-02   0.0000e+00   1.1220e-01  -9.5000e-01 
  5.9400e+14   1.1938e+01   7.2000e-01  -2.1265e-02   1.0568e-01   0.0000e+00   1.2589e-01  -9.0000e-01 
  5.9490e+14   1.1929e+01   7.2000e-01  -2.3839e-02   1.1852e-01   0.0000e+00   1.4125e-01  -8.5000e-01 
  5.9603e+14   1.1918e+01   7.2000e-01  -2.6719e-02   1.3290e-01   0.0000e+00   1.5849e-01  -8.0000e-01 
  5.9743e+14   1.1904e+01   7.2000e-01  -2.9939e-02   1.4900e-01   0.0000e+00   1.7783e-01  -7.5000e-01 
  5.9919e+14   1.1887e+01   7.2000e-01  -3.3536e-02   1.6703e-01   0.0000e+00   1.9953e-01  -7.0000e-01 
  6.0138e+14   1.1866e+01   7.2000e-01  -3.7547e-02   1.8718e-01   0.0000e+00   2.2387e-01  -6.5000e-01 
  6.0411e+14   1.1841e+01   7.2000e-01  -4.2016e-02   2.0971e-01   0.0000e+00   2.5119e-01  -6.0000e-01 
  6.0750e+14   1.1810e+01   7.2000e-01  -4.6983e-02   2.3486e-01   0.0000e+00   2.8184e-01  -5.5000e-01 
  6.1169e+14   1.1773e+01   7.2000e-01  -5.2492e-02   2.6290e-01   0.0000e+00   3.1623e-01  -5.0000e-01 
  6.1684e+14   1.1728e+01   7.2000e-01  -5.8583e-02   2.9414e-01   0.0000e+00   3.5481e-01  -4.5000e-01 
  6.2316e+14   1.1675e+01   7.2000e-01  -6.5290e-02   3.2886e-01   0.0000e+00   3.9811e-01  -4.0000e-01 
  6.3085e+14   1.1613e+01   7.2000e-01  -7.2641e-02   3.6738e-01   0.0000e+00   4.4668e-01  -3.5000e-01 
  6.4015e+14   1.1543e+01   7.2000e-01  -8.0648e-02   4.1003e-01   0.0000e+00   5.0119e-01  -3.0000e-01 
  6.5129e+14   1.1464e+01   7.2000e-01  -8.9304e-02   4.5711e-01   0.0000e+00   5.6234e-01  -2.5000e-01 
  6.6452e+14   1.1377e+01   7.2000e-01  -9.8574e-02   5.0893e-01   0.0000e+00   6.3096e-01  -2.0000e-01 
  6.8004e+14   1.1284e+01   7.2000e-01  -1.0839e-01   5.6578e-01   0.0000e+00   7.0795e-01  -1.5000e-01 
  6.9804e+14   1.1187e+01   7.2000e-01  -1.1864e-01   6.2794e-01   0.0000e+00   7.9433e-01  -1.0000e-01 
  7.1864e+14   1.1090e+01   7.2000e-01  -1.2917e-01   6.9566e-01   0.0000e+00   8.9125e-01  -5.0000e-02 
  7.4189e+14   1.0996e+01   7.2000e-01  -1.3979e-01   7.6918e-01   0.0000e+00   1.0000e+00  -4.6288e-15 

 
  6.0056e+14   1.1961e+01   7.4000e-01  -1.7314e-07   8.3665e-07   0.0000e+00   1.0000e-06  -6.0000e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -1.9427e-07   9.3874e-07   0.0000e+00   1.1220e-06  -5.9500e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -2.1797e-07   1.0533e-06   0.0000e+00   1.2589e-06  -5.9000e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -2.4457e-07   1.1818e-06   0.0000e+00   1.4125e-06  -5.8500e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -2.7441e-07   1.3260e-06   0.0000e+00   1.5849e-06  -5.8000e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -3.0790e-07   1.4878e-06   0.0000e+00   1.7783e-06  -5.7500e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -3.4547e-07   1.6693e-06   0.0000e+00   1.9953e-06  -5.7000e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -3.8762e-07   1.8730e-06   0.0000e+00   2.2387e-06  -5.6500e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -4.3492e-07   2.1016e-06   0.0000e+00   2.5119e-06  -5.6000e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -4.8798e-07   2.3580e-06   0.0000e+00   2.8184e-06  -5.5500e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -5.4753e-07   2.6457e-06   0.0000e+00   3.1623e-06  -5.5000e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -6.1434e-07   2.9685e-06   0.0000e+00   3.5481e-06  -5.4500e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -6.8930e-07   3.3308e-06   0.0000e+00   3.9811e-06  -5.4000e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -7.7340e-07   3.7372e-06   0.0000e+00   4.4668e-06  -5.3500e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -8.6777e-07   4.1932e-06   0.0000e+00   5.0119e-06  -5.3000e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -9.7366e-07   4.7048e-06   0.0000e+00   5.6234e-06  -5.2500e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -1.0925e-06   5.2789e-06   0.0000e+00   6.3096e-06  -5.2000e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -1.2258e-06   5.9230e-06   0.0000e+00   7.0795e-06  -5.1500e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -1.3753e-06   6.6458e-06   0.0000e+00   7.9433e-06  -5.1000e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -1.5431e-06   7.4567e-06   0.0000e+00   8.9125e-06  -5.0500e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -1.7314e-06   8.3665e-06   0.0000e+00   1.0000e-05  -5.0000e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -1.9427e-06   9.3874e-06   0.0000e+00   1.1220e-05  -4.9500e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -2.1797e-06   1.0533e-05   0.0000e+00   1.2589e-05  -4.9000e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -2.4457e-06   1.1818e-05   0.0000e+00   1.4125e-05  -4.8500e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -2.7441e-06   1.3260e-05   0.0000e+00   1.5849e-05  -4.8000e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -3.0790e-06   1.4878e-05   0.0000e+00   1.7783e-05  -4.7500e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -3.4547e-06   1.6693e-05   0.0000e+00   1.9953e-05  -4.7000e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -3.8762e-06   1.8730e-05   0.0000e+00   2.2387e-05  -4.6500e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -4.3492e-06   2.1016e-05   0.0000e+00   2.5119e-05  -4.6000e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -4.8798e-06   2.3580e-05   0.0000e+00   2.8184e-05  -4.5500e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -5.4753e-06   2.6457e-05   0.0000e+00   3.1623e-05  -4.5000e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -6.1434e-06   2.9685e-05   0.0000e+00   3.5481e-05  -4.4500e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -6.8930e-06   3.3308e-05   0.0000e+00   3.9811e-05  -4.4000e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -7.7340e-06   3.7372e-05   0.0000e+00   4.4668e-05  -4.3500e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -8.6777e-06   4.1932e-05   0.0000e+00   5.0119e-05  -4.3000e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -9.7366e-06   4.7048e-05   0.0000e+00   5.6234e-05  -4.2500e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -1.0925e-05   5.2789e-05   0.0000e+00   6.3096e-05  -4.2000e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -1.2258e-05   5.9230e-05   0.0000e+00   7.0795e-05  -4.1500e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -1.3753e-05   6.6458e-05   0.0000e+00   7.9433e-05  -4.1000e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -1.5431e-05   7.4567e-05   0.0000e+00   8.9125e-05  -4.0500e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -1.7314e-05   8.3665e-05   0.0000e+00   1.0000e-04  -4.0000e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -1.9427e-05   9.3874e-05   0.0000e+00   1.1220e-04  -3.9500e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -2.1797e-05   1.0533e-04   0.0000e+00   1.2589e-04  -3.9000e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -2.4457e-05   1.1818e-04   0.0000e+00   1.4125e-04  -3.8500e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -2.7441e-05   1.3260e-04   0.0000e+00   1.5849e-04  -3.8000e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -3.0790e-05   1.4878e-04   0.0000e+00   1.7783e-04  -3.7500e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -3.4547e-05   1.6693e-04   0.0000e+00   1.9953e-04  -3.7000e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -3.8762e-05   1.8730e-04   0.0000e+00   2.2387e-04  -3.6500e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -4.3492e-05   2.1016e-04   0.0000e+00   2.5119e-04  -3.6000e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -4.8798e-05   2.3580e-04   0.0000e+00   2.8184e-04  -3.5500e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -5.4753e-05   2.6457e-04   0.0000e+00   3.1623e-04  -3.5000e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -6.1434e-05   2.9685e-04   0.0000e+00   3.5481e-04  -3.4500e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -6.8930e-05   3.3308e-04   0.0000e+00   3.9811e-04  -3.4000e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -7.7340e-05   3.7372e-04   0.0000e+00   4.4668e-04  -3.3500e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -8.6777e-05   4.1932e-04   0.0000e+00   5.0119e-04  -3.3000e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -9.7366e-05   4.7048e-04   0.0000e+00   5.6234e-04  -3.2500e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -1.0925e-04   5.2789e-04   0.0000e+00   6.3096e-04  -3.2000e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -1.2258e-04   5.9230e-04   0.0000e+00   7.0795e-04  -3.1500e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -1.3753e-04   6.6457e-04   0.0000e+00   7.9433e-04  -3.1000e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -1.5431e-04   7.4567e-04   0.0000e+00   8.9125e-04  -3.0500e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -1.7314e-04   8.3665e-04   0.0000e+00   1.0000e-03  -3.0000e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -1.9427e-04   9.3874e-04   0.0000e+00   1.1220e-03  -2.9500e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -2.1798e-04   1.0533e-03   0.0000e+00   1.2589e-03  -2.9000e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -2.4457e-04   1.1818e-03   0.0000e+00   1.4125e-03  -2.8500e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -2.7441e-04   1.3260e-03   0.0000e+00   1.5849e-03  -2.8000e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -3.0790e-04   1.4878e-03   0.0000e+00   1.7783e-03  -2.7500e+00 
  6.0056e+14   1.1961e+01   7.4000e-01  -3.4547e-04   1.6693e-03   0.0000e+00   1.9953e-03  -2.7000e+00 
  6.0057e+14   1.1961e+01   7.4000e-01  -3.8762e-04   1.8730e-03   0.0000e+00   2.2387e-03  -2.6500e+00 
  6.0057e+14   1.1961e+01   7.4000e-01  -4.3492e-04   2.1016e-03   0.0000e+00   2.5119e-03  -2.6000e+00 
  6.0057e+14   1.1961e+01   7.4000e-01  -4.8798e-04   2.3580e-03   0.0000e+00   2.8184e-03  -2.5500e+00 
  6.0057e+14   1.1961e+01   7.4000e-01  -5.4753e-04   2.6457e-03   0.0000e+00   3.1623e-03  -2.5000e+00 
  6.0057e+14   1.1961e+01   7.4000e-01  -6.1434e-04   2.9685e-03   0.0000e+00   3.5481e-03  -2.4500e+00 
  6.0057e+14   1.1961e+01   7.4000e-01  -6.8930e-04   3.3308e-03   0.0000e+00   3.9811e-03  -2.4000e+00 
  6.0057e+14   1.1961e+01   7.4000e-01  -7.7340e-04   3.7372e-03   0.0000e+00   4.4668e-03  -2.3500e+00 
  6.0057e+14   1.1961e+01   7.4000e-01  -8.6777e-04   4.1932e-03   0.0000e+00   5.0119e-03  -2.3000e+00 
  6.0057e+14   1.1961e+01   7.4000e-01  -9.7365e-04   4.7048e-03   0.0000e+00   5.6234e-03  -2.2500e+00 
  6.0057e+14   1.1961e+01   7.4000e-01  -1.0925e-03   5.2789e-03   0.0000e+00   6.3096e-03  -2.2000e+00 
  6.0058e+14   1.1961e+01   7.4000e-01  -1.2258e-03   5.9230e-03   0.0000e+00   7.0795e-03  -2.1500e+00 
  6.0058e+14   1.1961e+01   7.4000e-01  -1.3753e-03   6.6457e-03   0.0000e+00   7.9433e-03  -2.1000e+00 
  6.0058e+14   1.1961e+01   7.4000e-01  -1.5431e-03   7.4566e-03   0.0000e+00   8.9125e-03  -2.0500e+00 
  6.0059e+14   1.1961e+01   7.4000e-01  -1.7314e-03   8.3664e-03   0.0000e+00   1.0000e-02  -2.0000e+00 
  6.0059e+14   1.1961e+01   7.4000e-01  -1.9427e-03   9.3872e-03   0.0000e+00   1.1220e-02  -1.9500e+00 
  6.0060e+14   1.1961e+01   7.4000e-01  -2.1797e-03   1.0533e-02   0.0000e+00   1.2589e-02  -1.9000e+00 
  6.0061e+14   1.1961e+01   7.4000e-01  -2.4456e-03   1.1818e-02   0.0000e+00   1.4125e-02  -1.8500e+00 
  6.0062e+14   1.1961e+01   7.4000e-01  -2.7440e-03   1.3260e-02   0.0000e+00   1.5849e-02  -1.8000e+00 
  6.0063e+14   1.1961e+01   7.4000e-01  -3.0788e-03   1.4877e-02   0.0000e+00   1.7783e-02  -1.7500e+00 
  6.0065e+14   1.1961e+01   7.4000e-01  -3.4544e-03   1.6693e-02   0.0000e+00   1.9953e-02  -1.7000e+00 
  6.0068e+14   1.1960e+01   7.4000e-01  -3.8758e-03   1.8729e-02   0.0000e+00   2.2387e-02  -1.6500e+00 
  6.0070e+14   1.1960e+01   7.4000e-01  -4.3486e-03   2.1014e-02   0.0000e+00   2.5119e-02  -1.6000e+00 
  6.0074e+14   1.1960e+01   7.4000e-01  -4.8790e-03   2.3578e-02   0.0000e+00   2.8184e-02  -1.5500e+00 
  6.0079e+14   1.1959e+01   7.4000e-01  -5.4741e-03   2.6454e-02   0.0000e+00   3.1623e-02  -1.5000e+00 
  6.0084e+14   1.1959e+01   7.4000e-01  -6.1417e-03   2.9681e-02   0.0000e+00   3.5481e-02  -1.4500e+00 
  6.0092e+14   1.1958e+01   7.4000e-01  -6.8906e-03   3.3301e-02   0.0000e+00   3.9811e-02  -1.4000e+00 
  6.0101e+14   1.1957e+01   7.4000e-01  -7.7307e-03   3.7363e-02   0.0000e+00   4.4668e-02  -1.3500e+00 
  6.0112e+14   1.1956e+01   7.4000e-01  -8.6730e-03   4.1919e-02   0.0000e+00   5.0119e-02  -1.3000e+00 
  6.0126e+14   1.1955e+01   7.4000e-01  -9.7299e-03   4.7030e-02   0.0000e+00   5.6234e-02  -1.2500e+00 
  6.0145e+14   1.1953e+01   7.4000e-01  -1.0915e-02   5.2764e-02   0.0000e+00   6.3096e-02  -1.2000e+00 
  6.0167e+14   1.1951e+01   7.4000e-01  -1.2244e-02   5.9194e-02   0.0000e+00   7.0795e-02  -1.1500e+00 
  6.0196e+14   1.1948e+01   7.4000e-01  -1.3735e-02   6.6407e-02   0.0000e+00   7.9433e-02  -1.1000e+00 
  6.0232e+14   1.1945e+01   7.4000e-01  -1.5405e-02   7.4495e-02   0.0000e+00   8.9125e-02  -1.0500e+00 
  6.0277e+14   1.1940e+01   7.4000e-01  -1.7277e-02   8.3564e-02   0.0000e+00   1.0000e-01  -1.0000e+00 
  6.0334e+14   1.1935e+01   7.4000e-01  -1.9374e-02   9.3731e-02   0.0000e+00   1.1220e-01  -9.5000e-01 
  6.0405e+14   1.1928e+01   7.4000e-01  -2.1723e-02   1.0513e-01   0.0000e+00   1.2589e-01  -9.0000e-01 
  6.0495e+14   1.1920e+01   7.4000e-01  -2.4352e-02   1.1790e-01   0.0000e+00   1.4125e-01  -8.5000e-01 
  6.0607e+14   1.1910e+01   7.4000e-01  -2.7293e-02   1.3220e-01   0.0000e+00   1.5849e-01  -8.0000e-01 
  6.0747e+14   1.1897e+01   7.4000e-01  -3.0580e-02   1.4822e-01   0.0000e+00   1.7783e-01  -7.5000e-01 
  6.0922e+14   1.1881e+01   7.4000e-01  -3.4251e-02   1.6614e-01   0.0000e+00   1.9953e-01  -7.0000e-01 
  6.1140e+14   1.1861e+01   7.4000e-01  -3.8345e-02   1.8619e-01   0.0000e+00   2.2387e-01  -6.5000e-01 
  6.1412e+14   1.1837e+01   7.4000e-01  -4.2904e-02   2.0859e-01   0.0000e+00   2.5119e-01  -6.0000e-01 
  6.1749e+14   1.1808e+01   7.4000e-01  -4.7970e-02   2.3360e-01   0.0000e+00   2.8184e-01  -5.5000e-01 
  6.2166e+14   1.1772e+01   7.4000e-01  -5.3585e-02   2.6150e-01   0.0000e+00   3.1623e-01  -5.0000e-01 
  6.2679e+14   1.1730e+01   7.4000e-01  -5.9790e-02   2.9256e-01   0.0000e+00   3.5481e-01  -4.5000e-01 
  6.3307e+14   1.1680e+01   7.4000e-01  -6.6619e-02   3.2709e-01   0.0000e+00   3.9811e-01  -4.0000e-01 
  6.4072e+14   1.1622e+01   7.4000e-01  -7.4098e-02   3.6540e-01   0.0000e+00   4.4668e-01  -3.5000e-01 
  6.4996e+14   1.1555e+01   7.4000e-01  -8.2236e-02   4.0781e-01   0.0000e+00   5.0119e-01  -3.0000e-01 
  6.6103e+14   1.1481e+01   7.4000e-01  -9.1024e-02   4.5462e-01   0.0000e+00   5.6234e-01  -2.5000e-01 
  6.7417e+14   1.1399e+01   7.4000e-01  -1.0042e-01   5.0615e-01   0.0000e+00   6.3096e-01  -2.0000e-01 
  6.8958e+14   1.1311e+01   7.4000e-01  -1.1036e-01   5.6268e-01   0.0000e+00   7.0795e-01  -1.5000e-01 
  7.0744e+14   1.1220e+01   7.4000e-01  -1.2072e-01   6.2449e-01   0.0000e+00   7.9433e-01  -1.0000e-01 
  7.2786e+14   1.1129e+01   7.4000e-01  -1.3135e-01   6.9183e-01   0.0000e+00   8.9125e-01  -5.0000e-02 
  7.5091e+14   1.1042e+01   7.4000e-01  -1.4204e-01   7.6495e-01   0.0000e+00   1.0000e+00  -4.6288e-15 

 
  6.1065e+14   1.1951e+01   7.6000e-01  -1.7679e-07   8.3220e-07   0.0000e+00   1.0000e-06  -6.0000e+00 
  6.1065e+14   1.1951e+01   7.6000e-01  -1.9836e-07   9.3374e-07   0.0000e+00   1.1220e-06  -5.9500e+00 
  6.1065e+14   1.1951e+01   7.6000e-01  -2.2256e-07   1.0477e-06   0.0000e+00   1.2589e-06  -5.9000e+00 
  6.1065e+14   1.1951e+01   7.6000e-01  -2.4972e-07   1.1755e-06   0.0000e+00   1.4125e-06  -5.8500e+00 
  6.1065e+14   1.1951e+01   7.6000e-01  -2.8019e-07   1.3189e-06   0.0000e+00   1.5849e-06  -5.8000e+00 
  6.1065e+14   1.1951e+01   7.6000e-01  -3.1438e-07   1.4799e-06   0.0000e+00   1.7783e-06  -5.7500e+00 
  6.1065e+14   1.1951e+01   7.6000e-01  -3.5274e-07   1.6605e-06   0.0000e+00   1.9953e-06  -5.7000e+00 
  6.1065e+14   1.1951e+01   7.6000e-01  -3.9578e-07   1.8631e-06   0.0000e+00   2.2387e-06  -5.6500e+00 
  6.1065e+14   1.1951e+01   7.6000e-01  -4.4408e-07   2.0904e-06   0.0000e+00   2.5119e-06  -5.6000e+00 
  6.1065e+14   1.1951e+01   7.6000e-01  -4.9826e-07   2.3454e-06   0.0000e+00   2.8184e-06  -5.5500e+00 
  6.1065e+14   1.1951e+01   7.6000e-01  -5.5906e-07   2.6316e-06   0.0000e+00   3.1623e-06  -5.5000e+00 
  6.1065e+14   1.1951e+01   7.6000e-01  -6.2727e-07   2.9527e-06   0.0000e+00   3.5481e-06  -5.4500e+00 
  6.1065e+14   1.1951e+01   7.6000e-01  -7.0381e-07   3.3130e-06   0.0000e+00   3.9811e-06  -5.4000e+00 
  6.1065e+14   1.1951e+01   7.6000e-01  -7.8969e-07   3.7173e-06   0.0000e+00   4.4668e-06  -5.3500e+00 
  6.1065e+14   1.1951e+01   7.6000e-01  -8.8605e-07   4.1709e-06   0.0000e+00   5.0119e-06  -5.3000e+00 
  6.1065e+14   1.1951e+01   7.6000e-01  -9.9416e-07   4.6798e-06   0.0000e+00   5.6234e-06  -5.2500e+00 
  6.1065e+14   1.1951e+01   7.6000e-01  -1.1155e-06   5.2508e-06   0.0000e+00   6.3096e-06  -5.2000e+00 
  6.1065e+14   1.1951e+01   7.6000e-01  -1.2516e-06   5.8915e-06   0.0000e+00   7.0795e-06  -5.1500e+00 
  6.1065e+14   1.1951e+01   7.6000e-01  -1.4043e-06   6.6104e-06   0.0000e+00   7.9433e-06  -5.1000e+00 
  6.1065e+14   1.1951e+01   7.6000e-01  -1.5756e-06   7.4170e-06   0.0000e+00   8.9125e-06  -5.0500e+00 
  6.1065e+14   1.1951e+01   7.6000e-01  -1.7679e-06   8.3220e-06   0.0000e+00   1.0000e-05  -5.0000e+00 
  6.1065e+14   1.1951e+01   7.6000e-01  -1.9836e-06   9.3374e-06   0.0000e+00   1.1220e-05  -4.9500e+00 
  6.1065e+14   1.1951e+01   7.6000e-01  -2.2257e-06   1.0477e-05   0.0000e+00   1.2589e-05  -4.9000e+00 
  6.1065e+14   1.1951e+01   7.6000e-01  -2.4972e-06   1.1755e-05   0.0000e+00   1.4125e-05  -4.8500e+00 
  6.1065e+14   1.1951e+01   7.6000e-01  -2.8019e-06   1.3189e-05   0.0000e+00   1.5849e-05  -4.8000e+00 
  6.1065e+14   1.1951e+01   7.6000e-01  -3.1438e-06   1.4799e-05   0.0000e+00   1.7783e-05  -4.7500e+00 
  6.1065e+14   1.1951e+01   7.6000e-01  -3.5274e-06   1.6605e-05   0.0000e+00   1.9953e-05  -4.7000e+00 
  6.1065e+14   1.1951e+01   7.6000e-01  -3.9578e-06   1.8631e-05   0.0000e+00   2.2387e-05  -4.6500e+00 
  6.1065e+14   1.1951e+01   7.6000e-01  -4.4408e-06   2.0904e-05   0.0000e+00   2.5119e-05  -4.6000e+00 
  6.1065e+14   1.1951e+01   7.6000e-01  -4.9826e-06   2.3454e-05   0.0000e+00   2.8184e-05  -4.5500e+00 
  6.1065e+14   1.1951e+01   7.6000e-01  -5.5906e-06   2.6316e-05   0.0000e+00   3.1623e-05  -4.5000e+00 
